Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,InterestScore,NumWeightVotes,log_NumWeightVotes,PlaytimeComAvg,NumUserRatings,log_NumUserRatings,NumAlternates,NumAlternates_log,NumExpansions,NumExpansions_log,NumImplementations,NumImplementations_log,IsReimplementation,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,InterestScore_log
Demo Derby: Saturday Night at the Track,1982,1.1667,2,6,10.0,37.0,6,1.9459101490553132,30.0,47,3.871201010907891,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.6375861597263857
Waterloo,2009,3.2459,2,2,12.0,396.3333333333333,61,4.127134385045092,180.0,396,5.983936280687191,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,5.984775558957185
Uncharted: The Board Game,2012,2.3125,2,4,11.333333333333334,515.6666666666666,32,3.4965075614664802,45.0,547,6.306275286948016,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,1,0,0,0,0,0,0,2,6.247397921245183
Aspern-Essling 1809,2009,2.7826,2,2,12.0,129.66666666666666,23,3.1780538303479458,240.0,106,4.672828834461906,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.872649551122353
COBRA: The Normandy Campaign,2008,3.0909,2,2,13.0,174.33333333333334,22,3.1354942159291497,900.0,109,4.700480365792417,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,5.1666889240696
Quest for the Antidote,2017,1.0,2,6,10.0,74.66666666666667,4,1.6094379124341003,52.5,96,4.574710978503383,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.326337728813293
"Assault on Sevastopol: Von Manstein in the Crimea, 1942",2008,1.625,2,2,12.0,58.333333333333336,8,2.1972245773362196,45.0,40,3.713572066704308,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,2,4.083171261623976
Sports Dice: Baseball,2016,1.0,2,4,6.0,66.66666666666667,1,0.6931471805599453,15.0,75,4.330733340286331,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.214593690373678
Schätzbold,2004,1.25,3,6,10.0,51.0,4,1.6094379124341003,30.0,33,3.5263605246161616,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.9512437185814275
Egyptian Ratscrew,1975,1.2381,2,10,6.0,78.0,21,3.091042453358316,30.0,368,5.910796644040527,6,1.9459101490553132,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,4.3694478524670215
Burgenland,2014,2.2,2,4,6.0,102.0,5,1.791759469228055,45.0,150,5.017279836814924,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.634728988229636
Dice Hospital,2018,2.3069,1,4,9.8,2856.3333333333335,101,4.624972813284271,67.5,4186,8.339739766019143,0,0.0,8,2.1972245773362196,0,0.0,0,1,0,1,0,1,0,0,0,0,3,7.957644067925358
Shuuro,2008,3.2632,2,2,7.111111111111111,108.66666666666667,19,2.995732273553991,30.0,128,4.859812404361672,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,1,0,0,3,4.697445462097262
Slasher: The Final Cut,1994,1.8,3,6,10.0,61.666666666666664,5,1.791759469228055,60.0,62,4.143134726391533,0,0.0,3,1.3862943611198906,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.137829674161839
Tyranid Attack,1992,2.6,2,2,10.0,106.66666666666667,5,1.791759469228055,45.0,104,4.653960350157523,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,1,4.679040034554547
Sarkophag,2015,1.2857,3,6,10.0,85.33333333333333,7,2.0794415416798357,15.0,141,4.955827057601261,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,4.458215773031428
Martian Backgammon,2001,2.0,2,2,8.0,22.333333333333332,9,2.302585092994046,30.0,30,3.4339872044851463,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,2,3.1498829533812494
Solotaire,1973,1.25,1,2,10.0,32.0,4,1.6094379124341003,10.0,32,3.4965075614664802,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.4965075614664802
ArchRavels,2021,1.8333,2,4,7.0,343.3333333333333,6,1.9459101490553132,37.5,218,5.389071729816501,1,0.6931471805599453,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,3,5.841610180451529
Feast & Famine,2010,2.3333,2,4,7.0,53.0,6,1.9459101490553132,45.0,64,4.174387269895637,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.9889840465642745
The Forgotten War: Korea,1996,2.3333,2,2,14.0,67.33333333333333,9,2.302585092994046,240.0,39,3.6888794541139363,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.2243976904702984
Amun-Re,2003,3.0378,3,5,11.0,3969.0,926,6.831953565565855,90.0,8700,9.071193240566025,6,1.9459101490553132,0,0.0,1,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,3,8.286521373681236
Earthquake,1998,1.0556,3,4,6.0,142.33333333333334,18,2.9444389791664403,30.0,213,5.365976015021851,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.965172920019499
Dschungelrennen,1989,1.0,2,5,4.630681818181818,37.666666666666664,3,1.3862943611198906,30.0,45,3.828641396489095,3,1.3862943611198906,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,1,2,3.654977902438255
Rio,1981,1.0,2,6,5.0,68.0,12,2.5649493574615367,15.0,84,4.442651256490317,17,2.8903717578961645,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,4.23410650459726
ICECOOL2,2018,1.0,2,4,5.166666666666667,1245.3333333333333,15,2.772588722239781,30.0,1177,7.071573364211532,3,1.3862943611198906,5,1.791759469228055,0,0.0,0,0,0,0,0,1,0,0,0,1,3,7.127961186309004
Stargate Trading Card Game,2007,2.4444,2,2,14.0,46.333333333333336,9,2.302585092994046,20.0,67,4.219507705176107,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,3.8572147689331513
The Business Game,1965,2.0833,2,6,8.0,239.66666666666666,36,3.6109179126442243,90.0,338,5.82600010738045,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.483412850224717
Katamino Duo,2013,1.25,1,2,3.6666666666666665,68.0,4,1.6094379124341003,10.0,70,4.2626798770413155,4,1.6094379124341003,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,4.23410650459726
Mage Wars Academy,2015,3.0333,2,2,9.6,1414.6666666666667,30,3.4339872044851463,30.0,1196,7.087573705557973,1,0.6931471805599453,9,2.302585092994046,0,0.0,0,0,0,0,0,0,1,0,0,0,3,7.255355841645161
Gone Fishing,2019,1.0,2,4,10.0,27.333333333333332,1,0.6931471805599453,30.0,34,3.5553480614894135,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.3440389678222067
Sake & Samurai,2011,2.2273,3,8,8.666666666666666,133.0,22,3.1354942159291497,45.0,188,5.241747015059643,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,1,0,1,4.897839799950911
Das NEINhorn,2021,1.0,2,5,5.0,59.0,2,1.0986122886681098,37.5,44,3.8066624897703196,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.0943445622221
Riftforce,2021,2.3103,2,2,10.0,784.3333333333334,29,3.4011973816621555,25.0,696,6.546785410760524,0,0.0,1,0.6931471805599453,0,0.0,0,1,0,0,0,0,1,0,0,0,3,6.666108256103367
Infinity N4: Core Rules,2020,4.0,2,2,15.5,22.333333333333332,8,2.1972245773362196,105.0,37,3.6375861597263857,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,3,3.1498829533812494
Chachapoya,2019,1.8333,2,4,8.666666666666666,111.0,12,2.5649493574615367,37.5,168,5.1298987149230735,0,0.0,4,1.6094379124341003,0,0.0,0,0,0,0,0,0,0,0,0,0,3,4.718498871295094
Escape from Elba,1999,1.6842,3,6,11.333333333333334,170.0,19,2.995732273553991,60.0,162,5.093750200806762,0,0.0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,5.14166355650266
Railway Rivals,1979,2.3333,2,6,8.666666666666666,253.66666666666666,39,3.6888794541139363,90.0,391,5.971261839790462,0,0.0,58,4.07753744390572,2,1.0986122886681098,1,0,0,1,0,1,0,0,0,0,2,5.539955500498411
Le Havre: The Inland Port,2012,2.5061,2,2,11.538461538461538,2120.0,164,5.10594547390058,30.0,3454,8.14757773620177,5,1.791759469228055,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,7.659642954564682
5x15,2020,2.0,1,1,8.0,20.0,0,0.0,15.0,36,3.6109179126442243,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.044522437723423
Peptide: A Protein Building Game,2014,1.8889,2,5,10.0,396.0,9,2.302585092994046,37.5,197,5.288267030694535,1,0.6931471805599453,0,0.0,0,0.0,0,1,0,0,0,1,0,0,0,0,2,5.983936280687191
The Last Blitzkrieg,1994,3.1111,1,2,15.0,59.0,9,2.302585092994046,360.0,47,3.871201010907891,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.0943445622221
Kido Butai: Japan's Carriers at Midway,2016,2.2727,1,1,14.5,114.66666666666667,11,2.4849066497880004,60.0,85,4.454347296253507,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.750712491278749
2019: The ARCTIC,2011,3.5294,2,4,13.0,103.0,17,2.8903717578961645,120.0,146,4.990432586778736,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.6443908991413725
Deckscape: Behind the Curtain,2019,2.0,1,6,11.333333333333334,634.6666666666666,8,2.1972245773362196,60.0,750,6.621405651764134,12,2.5649493574615367,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,6.4546743169323095
Balk,2019,1.0,2,4,5.5,40.666666666666664,5,1.791759469228055,22.5,50,3.9318256327243257,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.7297014486341915
Tricky Safari,2010,2.0,2,4,8.0,38.0,3,1.3862943611198906,25.0,49,3.912023005428146,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.6635616461296463
Shadows: Amsterdam,2018,1.2222,2,8,8.0,1237.0,27,3.332204510175204,20.0,1495,7.310550158534422,5,1.791759469228055,3,1.3862943611198906,0,0.0,0,0,0,0,0,0,0,0,1,0,2,7.121252453244542
Lineage II: The Boardgame,2005,1.8824,2,5,10.0,57.333333333333336,17,2.8903717578961645,45.0,80,4.394449154672439,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.0661736852554045
Godspeed,2020,2.6154,2,5,12.0,740.3333333333334,26,3.295836866004329,67.5,597,6.393590753950631,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,3,6.608450366702363
Reinforce the Right!,1996,2.8333,1,2,14.0,103.66666666666667,12,2.5649493574615367,180.0,63,4.1588830833596715,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.650780697240144
Lift it!,2012,1.2812,1,8,6.5,602.6666666666666,32,3.4965075614664802,30.0,896,6.799055862058796,4,1.6094379124341003,0,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,2,6.403022169215304
Clocktowers,2004,1.3933,2,4,8.0,278.0,89,4.499809670330265,20.0,559,6.327936783729195,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,1,5.631211781821365
The Witcher,2007,2.0,2,2,12.0,32.333333333333336,7,2.0794415416798357,20.0,34,3.5553480614894135,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.506557897319982
Cold War: CIA vs KGB,2007,1.8557,2,2,11.181818181818182,2242.3333333333335,402,5.998936561946683,45.0,4022,8.299783171949787,7,2.0794415416798357,0,0.0,1,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,2,7.715718133970664
Hoorah!,1996,2.6667,2,2,14.0,102.0,6,1.9459101490553132,180.0,30,3.4339872044851463,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.634728988229636
Bios: Megafauna,2011,3.6875,1,4,13.846153846153848,631.3333333333334,80,4.394449154672439,90.0,784,6.665683717782408,0,0.0,1,0.6931471805599453,2,1.0986122886681098,1,0,1,1,0,0,0,0,0,0,2,6.4494166812669045
For What Remains: Streets of Ruin,2020,2.5833,1,2,14.0,190.33333333333334,12,2.5649493574615367,37.5,106,4.672828834461906,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.254017107651457
Diabolo,2006,1.3469,3,5,8.0,301.0,49,3.912023005428146,30.0,474,6.163314804034641,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,1,5.71042701737487
Wild Vikings,2008,1.25,2,5,5.0,166.0,20,3.044522437723423,15.0,226,5.424950017481403,5,1.791759469228055,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,1,1,5.117993812416755
CrossTalk,2017,1.1765,4,8,9.333333333333334,651.3333333333334,17,2.8903717578961645,25.0,840,6.734591659972948,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,6.480555678727967
Alarm!,2013,1.4,3,6,6.0,45.0,5,1.791759469228055,20.0,83,4.430816798843313,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.828641396489095
Wir sind schwanger,2005,1.0,3,7,10.0,21.333333333333332,4,1.6094379124341003,37.5,32,3.4965075614664802,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.106080330722856
Die Magier von Pangea,2001,2.3276,2,4,10.0,372.3333333333333,58,4.07753744390572,60.0,658,6.490723534502507,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,5.92247167562103
Komme Gleich,1996,4.0,2,6,6.0,26.0,1,0.6931471805599453,30.0,33,3.5263605246161616,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.295836866004329
Lords of Hellas,2018,3.3349,1,4,12.045454545454543,4271.333333333333,209,5.3471075307174685,75.0,6084,8.713582005421628,1,0.6931471805599453,9,2.302585092994046,1,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,3,8.359915405061715
Commissioner Victor: The lost painting case,2016,1.6,2,4,8.0,70.0,5,1.791759469228055,22.5,101,4.624972813284271,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.2626798770413155
Iron Tide: Panzers in the Ardennes,2003,3.1212,2,4,16.0,154.66666666666666,33,3.5263605246161616,360.0,111,4.718498871295094,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.0477169690007875
Aftershock: San Francisco & Venice,2019,2.3333,2,5,12.0,213.33333333333334,3,1.3862943611198906,60.0,139,4.941642422609304,0,0.0,2,1.0986122886681098,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.36753243556951
Zocken,1998,1.1667,2,8,10.0,41.0,6,1.9459101490553132,32.5,56,4.04305126783455,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,3.7376696182833684
Sumo Gnomes,2019,1.0,2,2,10.0,58.666666666666664,1,0.6931471805599453,3.0,44,3.8066624897703196,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.088773517172645
Unlock!: Timeless Adventures – Arsène Lupin und der große weiße Diamant,2020,2.0,1,6,10.0,28.666666666666668,0,0.0,60.0,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.39002408106403
Rail/Road,2007,1.2308,2,2,3.0,65.0,13,2.6390573296152584,20.0,104,4.653960350157523,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,4.189654742026425
King's Forge,2014,2.2805,2,4,9.333333333333334,1043.6666666666667,82,4.418840607796598,52.5,1498,7.312553498102598,0,0.0,10,2.3978952727983707,0,0.0,0,1,0,1,0,1,0,0,0,0,2,6.951453134247856
Dominate Grail War: Fate/Stay night on Board Game,2019,2.5,3,7,10.0,22.666666666666668,4,1.6094379124341003,37.5,39,3.6888794541139363,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.164067588373206
Catchup & Mousetard: Fast Food Battle!,2019,1.0,2,4,6.0,42.666666666666664,3,1.3862943611198906,30.0,62,4.143134726391533,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.7765850345330416
Potions Class,2018,1.0,2,2,4.75,98.0,5,1.791759469228055,12.5,68,4.23410650459726,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.59511985013459
Schoko-Hexe,1990,1.0,2,6,3.75,93.33333333333333,7,2.0794415416798357,20.0,120,4.795790545596741,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.546834608975128
Iron Dragon,1994,2.9456,2,6,12.545454545454543,936.6666666666666,147,4.997212273764115,240.0,1599,7.3777589082278725,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,1,0,0,0,0,0,0,2,6.843394519821747
Taschkent,2012,2.0,2,4,10.0,46.0,1,0.6931471805599453,60.0,34,3.5553480614894135,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.8501476017100584
First Snow,2017,2.8,2,2,12.0,84.0,5,1.791759469228055,45.0,67,4.219507705176107,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.442651256490317
Daimyo,2005,2.5357,2,4,10.666666666666666,152.66666666666666,28,3.367295829986474,60.0,229,5.438079308923196,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,1,0,0,0,1,0,0,2,5.034785754328539
Stir Fry Eighteen,2015,1.1667,2,5,8.0,69.33333333333333,12,2.5649493574615367,8.5,249,5.521460917862246,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.253245844807957
Fontenoy 1745,1996,2.6,2,2,15.0,64.0,10,2.3978952727983707,37.5,40,3.713572066704308,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.174387269895637
7th Guest: The Board Game,2018,2.0,2,6,10.0,33.666666666666664,0,0.0,55.0,35,3.58351893845611,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,3.545778610473263
Pictionary Air,2019,1.0,3,12,10.0,202.33333333333334,3,1.3862943611198906,37.5,179,5.19295685089021,1,0.6931471805599453,0,0.0,2,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,1,5.314846668499247
Keyflower,2012,3.3454,2,6,11.78181818181818,10147.333333333334,912,6.816735880594968,105.0,20010,9.904037401341563,3,1.3862943611198906,13,2.6390573296152584,2,1.0986122886681098,0,1,0,1,0,0,0,0,0,0,3,9.225064767374565
32 Dice,2011,2.2,2,2,10.0,33.666666666666664,5,1.791759469228055,30.0,35,3.58351893845611,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.545778610473263
Steam Torpedo: First Contact,2011,2.4286,2,2,12.0,557.3333333333334,21,3.091042453358316,40.0,433,6.073044534100405,2,1.0986122886681098,3,1.3862943611198906,0,0.0,0,0,0,1,0,0,0,0,0,0,2,6.324956155591058
Pioneers,2017,2.2703,2,4,8.4,691.3333333333334,37,3.6375861597263857,60.0,976,6.884486652042782,0,0.0,3,1.3862943611198906,0,0.0,0,1,0,1,0,1,0,0,0,0,3,6.540067535208003
Records of Three Kingdoms 190-280,2011,2.6,2,3,16.0,54.333333333333336,5,1.791759469228055,120.0,40,3.713572066704308,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.013375499688434
Judge Dredd: Helter Skelter,2019,2.0,2,4,10.0,417.3333333333333,10,2.3978952727983707,45.0,355,5.87493073085203,0,0.0,1,0.6931471805599453,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,3,6.036278562897775
Rice Wars,2008,2.8636,2,5,11.428571428571429,116.66666666666667,22,3.1354942159291497,60.0,206,5.332718793265369,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.767855768265187
Sly,1975,3.0,1,4,10.0,84.66666666666667,1,0.6931471805599453,20.0,39,3.6888794541139363,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.45046379622711
The Agents,2013,2.3678,2,5,10.857142857142858,1092.3333333333333,87,4.477336814478207,30.0,1483,7.302496423727326,0,0.0,14,2.70805020110221,0,0.0,0,1,0,1,0,0,0,0,0,0,2,6.99698641271008
Déjà Vu,2017,1.0769,2,6,5.0,332.6666666666667,13,2.6390573296152584,15.0,573,6.352629396319567,5,1.791759469228055,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.810142490647111
Osaki ni Shitsurei Shima-su!!,2008,1.2857,2,4,10.0,39.0,7,2.0794415416798357,20.0,75,4.330733340286331,1,0.6931471805599453,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,3.6888794541139363
Das Pferd von Troja,1993,1.8333,2,4,9.0,57.666666666666664,6,1.9459101490553132,40.0,68,4.23410650459726,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.071871706370042
1829,1974,3.7619,3,9,11.2,192.33333333333334,21,3.091042453358316,360.0,233,5.455321115357702,0,0.0,6,1.9459101490553132,0,0.0,0,0,0,1,0,0,0,0,0,0,2,5.264415814872355
Piece of Pie,2020,2.0,2,4,10.0,70.0,2,1.0986122886681098,15.0,65,4.189654742026425,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.2626798770413155
Piou Piou,2009,1.0588,2,5,4.555555555555555,218.33333333333334,17,2.8903717578961645,10.0,285,5.655991810819852,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,5.390592642657207
Pro Football Fantasm,1990,4.3333,2,2,10.0,36.333333333333336,6,1.9459101490553132,180.0,44,3.8066624897703196,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.619886582626985
Drinking Quest,2011,1.3333,2,4,10.0,139.66666666666666,3,1.3862943611198906,75.0,77,4.356708826689592,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.946393025367902
Risk: The Lord of the Rings,2002,2.2755,2,4,9.333333333333334,3219.6666666666665,294,5.68697535633982,120.0,4498,8.411610428841172,7,2.0794415416798357,1,0.6931471805599453,2,1.0986122886681098,1,0,1,0,0,0,0,0,0,0,1,8.077343656446242
The Sands of War,1991,2.6,2,2,12.0,135.66666666666666,15,2.772588722239781,120.0,112,4.727387818712341,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.917544871030244
Behind the Throne,2016,2.0,2,4,8.0,267.6666666666667,9,2.302585092994046,25.0,365,5.902633333401366,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.593471453838519
Guards! Guards! A Discworld Boardgame,2011,2.6286,2,6,10.571428571428571,580.6666666666666,35,3.58351893845611,120.0,433,6.073044534100405,0,0.0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,6.3658975459684175
Texas Revolution,1981,2.875,2,2,14.0,45.666666666666664,8,2.1972245773362196,90.0,38,3.6635616461296463,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,3.8430301339411947
Dungeon Dice,2014,2.1364,2,5,7.866666666666666,541.6666666666666,44,3.8066624897703196,20.0,587,6.376726947898627,0,0.0,11,2.4849066497880004,0,0.0,0,1,0,0,0,1,0,0,0,0,2,6.296495257894376
Magic Maze on Mars,2019,2.375,1,6,7.5,376.6666666666667,8,2.1972245773362196,15.0,341,5.834810737062605,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,3,5.9340119723598965
Four Dragons,2000,2.3556,3,4,10.666666666666666,296.6666666666667,45,3.828641396489095,30.0,426,6.056784013228625,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,2,5.69597429220839
Hipster Dice,2014,1.2,3,99,10.0,126.33333333333333,5,1.791759469228055,45.0,79,4.382026634673881,6,1.9459101490553132,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.846808319938465
Warzone,1996,3.3529,2,8,12.0,100.33333333333333,17,2.8903717578961645,180.0,164,5.10594547390058,1,0.6931471805599453,6,1.9459101490553132,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,2,4.618415412738112
Pokémon Master Trainer III,2005,1.25,2,4,8.0,69.33333333333333,4,1.6094379124341003,45.0,54,4.007333185232471,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.253245844807957
The Shadow Over Westminster,2015,2.4286,1,4,10.0,146.0,7,2.0794415416798357,60.0,130,4.875197323201151,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.990432586778736
Game of Dracula,1977,1.6,2,4,6.0,55.666666666666664,5,1.791759469228055,60.0,70,4.2626798770413155,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,4.037186148382152
Utter Nonsense: Naughty Edition,2017,1.0,4,20,10.0,61.0,2,1.0986122886681098,30.0,55,4.02535169073515,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,4.127134385045092
Munchkin Shakespeare Deluxe,2017,2.0,3,6,10.0,322.0,3,1.3862943611198906,90.0,163,5.099866427824199,1,0.6931471805599453,5,1.791759469228055,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.777652323222656
CardFight!! Vanguard,2011,2.8,2,2,8.666666666666666,100.0,10,2.3978952727983707,20.0,161,5.087596335232384,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.61512051684126
Psycho Raiders,2014,2.75,2,7,18.0,231.33333333333334,8,2.1972245773362196,45.0,162,5.093750200806762,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.448173122092414
Schwarzer Kater,2008,1.2,2,9,4.0,58.333333333333336,5,1.791759469228055,10.0,66,4.204692619390966,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.083171261623976
Dragon's Hoard,2014,1.4262,2,4,8.75,901.6666666666666,61,4.127134385045092,35.0,1240,7.123672785204607,1,0.6931471805599453,2,1.0986122886681098,0,0.0,0,1,0,0,0,1,0,0,0,0,2,6.805353345364056
Tramways Engineer's Workbook,2018,3.0909,1,2,11.0,381.3333333333333,11,2.4849066497880004,20.0,279,5.634789603169249,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.946292828461261
Risk 'n' Roll 2000,1999,1.1667,2,6,10.0,77.66666666666667,12,2.5649493574615367,20.0,89,4.499809670330265,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.3652195163575005
