Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,InterestScore,NumWeightVotes,log_NumWeightVotes,PlaytimeComAvg,NumUserRatings,log_NumUserRatings,NumAlternates,NumAlternates_log,NumExpansions,NumExpansions_log,NumImplementations,NumImplementations_log,IsReimplementation,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,InterestScore_log
Assassin's Creed: Arena,2014,1.8333,2,4,8.0,199.33333333333334,6,1.9459101490553132,30.0,164,5.10594547390058,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.2999826458670976
Bag of Chips,2021,1.0,2,5,8.0,43.666666666666664,6,1.9459101490553132,17.5,38,3.6635616461296463,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.7992275112828016
Gùgōng: Deluxe Big Box,2020,3.6667,1,5,10.0,311.3333333333333,9,2.302585092994046,90.0,231,5.44673737166631,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.744070993570312
LetterFlip,2004,1.3077,2,2,7.0,54.333333333333336,13,2.6390573296152584,20.0,81,4.406719247264253,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.013375499688434
Treasures of Cibola,2019,1.5,2,4,10.0,82.33333333333333,2,1.0986122886681098,17.5,79,4.382026634673881,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.422848629194137
H.I.D.E.: Hidden Identity Dice Espionage,2015,1.6,3,5,8.0,180.66666666666666,5,1.791759469228055,30.0,187,5.236441962829949,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.202173505995134
Le Grand Empire,2007,3.7,2,7,14.0,71.0,10,2.3978952727983707,37.5,55,4.02535169073515,0,0.0,0,0.0,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,3,4.276666119016055
Monopoly: Canada (Electronic Banking),2009,1.0,2,6,10.0,46.333333333333336,1,0.6931471805599453,90.0,35,3.58351893845611,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.8572147689331513
I.Q. 2000,1984,1.6667,2,6,8.0,198.0,27,3.332204510175204,90.0,316,5.75890177387728,9,2.302585092994046,3,1.3862943611198906,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,5.293304824724492
Speedy Recall,2012,1.0,2,6,10.0,32.333333333333336,3,1.3862943611198906,5.0,32,3.4965075614664802,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.506557897319982
BOLSA: the board game,2011,1.6667,2,6,10.0,20.0,3,1.3862943611198906,75.0,30,3.4339872044851463,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.044522437723423
"Fort Sumter: The Secession Crisis, 1860-61",2018,1.8158,2,2,12.571428571428571,494.0,38,3.6635616461296463,30.0,749,6.620073206530356,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,6.20455776256869
Big Brain Academy Boardgame,2007,1.6,2,6,8.0,139.0,15,2.772588722239781,37.5,129,4.867534450455582,4,1.6094379124341003,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.941642422609304
Sharur: Evolutions,2004,2.0,3,6,10.0,29.333333333333332,3,1.3862943611198906,90.0,62,4.143134726391533,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.41224721784874
Break the Safe,2003,1.4697,2,4,5.555555555555555,546.6666666666666,66,4.204692619390966,30.0,742,6.610696044717759,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,6.305666829369159
Vinegar Joe's War: CBI,2005,3.375,1,2,14.0,87.66666666666667,8,2.1972245773362196,240.0,43,3.784189633918261,0,0.0,0,0.0,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,2,4.484884020113589
Valerian: The Alpha Missions,2017,2.4,2,4,8.0,100.0,5,1.791759469228055,25.0,69,4.248495242049359,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.61512051684126
The Legend of Zelda,1988,1.3333,1,4,4.630681818181818,118.0,6,1.9459101490553132,45.0,59,4.0943445622221,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,4.77912349311153
Frogger,1981,1.4,2,2,4.0,77.66666666666667,5,1.791759469228055,10.0,76,4.343805421853684,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.3652195163575005
Battleground,2005,2.8371,2,2,10.923076923076923,724.3333333333334,178,5.187385805840755,60.0,911,6.815639990074331,2,1.0986122886681098,3,1.3862943611198906,0,0.0,0,0,1,0,1,0,0,0,0,0,2,6.586631319307724
Gorkamorka,1997,2.7895,2,4,13.333333333333334,241.0,38,3.6635616461296463,120.0,366,5.905361848054571,0,0.0,1,0.6931471805599453,0,0.0,0,0,1,0,1,0,0,0,0,0,2,5.488937726156687
AuZtralia,2018,2.9433,1,4,11.5,2470.3333333333335,141,4.955827057601261,75.0,3573,8.181440695719374,3,1.3862943611198906,2,1.0986122886681098,0,0.0,0,1,0,1,0,0,0,0,0,0,3,7.812513095042568
Secret Code 13+4,2012,1.2222,2,4,7.0,251.66666666666666,9,2.302585092994046,15.0,250,5.5254529391317835,6,1.9459101490553132,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.532071096974262
Tiny Epic Galaxies BLAST OFF!,2020,1.9,2,4,8.0,400.3333333333333,10,2.3978952727983707,37.5,313,5.749392985908253,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,3,5.994792337200656
Wings of War: Fire from the Sky,2009,2.0294,2,6,9.0,388.3333333333333,34,3.5553480614894135,30.0,329,5.799092654460526,0,0.0,5,1.791759469228055,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.9644358747200625
Olé!,1996,1.4286,3,8,10.0,143.33333333333334,28,3.367295829986474,30.0,252,5.53338948872752,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.972125439334381
Akaba,2004,1.2308,2,4,5.285714285714286,180.0,39,3.6888794541139363,20.0,259,5.560681631015528,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,5.198497031265826
Fly High,2016,1.0,2,5,10.0,22.666666666666668,1,0.6931471805599453,22.5,38,3.6635616461296463,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.164067588373206
Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage Board Game,2019,2.4231,1,5,12.428571428571429,975.0,52,3.970291913552122,60.0,565,6.338594078203183,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,1,0,0,0,0,0,0,3,6.883462586413092
Galactic Empires,1994,2.4,2,12,14.666666666666666,126.0,20,3.044522437723423,45.0,159,5.075173815233827,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,4.844187086458591
Dinosaur Chess,1993,2.6667,2,2,10.0,63.0,3,1.3862943611198906,60.0,34,3.5553480614894135,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,1,0,0,3,4.1588830833596715
Teams of Enemies,2000,1.7143,4,8,10.0,63.0,7,2.0794415416798357,45.0,84,4.442651256490317,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.1588830833596715
Showtime Hanoi,2008,1.3684,2,2,14.0,113.66666666666667,19,2.995732273553991,15.0,58,4.07753744390572,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.742029368705289
Turin Market,2016,1.25,2,5,8.0,164.33333333333334,8,2.1972245773362196,20.0,199,5.298317366548036,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.107963638056818
Raise the Titanic,1987,1.0,2,4,10.0,41.0,3,1.3862943611198906,30.0,30,3.4339872044851463,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.7376696182833684
The Phantom League,2010,3.2222,2,6,11.333333333333334,282.6666666666667,36,3.6109179126442243,90.0,289,5.66988092298052,1,0.6931471805599453,4,1.6094379124341003,1,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,2,5.6477998399052645
Up Scope! Tactical Submarine Warfare in the 20th Century,1978,3.9,2,2,15.333333333333334,87.33333333333333,10,2.3978952727983707,60.0,55,4.02535169073515,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.481117537318112
Atoll,2008,2.3077,2,2,7.333333333333333,12.666666666666666,13,2.6390573296152584,20.0,139,4.941642422609304,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,2.614959778036198
Highlander: The Card Game,1996,2.2,2,2,11.0,109.0,15,2.772588722239781,20.0,143,4.969813299576001,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,4.700480365792417
Home Alone,1991,1.0,2,4,10.0,56.333333333333336,1,0.6931471805599453,30.0,40,3.713572066704308,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.048882188145344
Eagles of the Empire: Friedland,1995,3.0,1,2,14.0,86.0,9,2.302585092994046,180.0,55,4.02535169073515,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.465908118654584
"Thunder in the Ozarks: Battle for Pea Ridge, March 1862",2016,3.25,2,2,15.0,204.66666666666666,8,2.1972245773362196,1200.0,127,4.852030263919617,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,3,5.326256735237278
Flames of War: Open Fire!,2012,3.75,2,2,14.0,95.66666666666667,4,1.6094379124341003,120.0,74,4.31748811353631,0,0.0,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,3,4.5712686343124105
Rats to Riches,2019,2.0,2,5,9.0,25.333333333333332,3,1.3862943611198906,30.0,43,3.784189633918261,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,3.270835563798912
Archipelago,2012,3.7344,2,5,13.0625,4911.333333333333,497,6.210600077024653,135.0,7611,8.93748122841604,1,0.6931471805599453,2,1.0986122886681098,0,0.0,0,0,0,1,0,0,0,0,0,0,3,8.499504328545154
Barbie Queen of the Prom Game,1960,1.0,2,4,4.630681818181818,51.333333333333336,5,1.791759469228055,20.0,52,3.970291913552122,5,1.791759469228055,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,3.9576335166801986
Stalingrad: Verdun on the Volga,2017,3.1111,2,2,14.0,110.33333333333333,9,2.302585092994046,180.0,67,4.219507705176107,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.712528704308591
Leuthen 1757,2000,2.3333,2,2,12.0,66.33333333333333,6,1.9459101490553132,120.0,30,3.4339872044851463,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.209655408733095
Glory,2019,1.4545,2,4,9.5,75.66666666666667,11,2.4849066497880004,90.0,109,4.700480365792417,0,0.0,0,0.0,1,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,3,4.339467020255086
Omertà: Clan ohne Plan,2013,1.25,4,9,10.0,18.666666666666668,4,1.6094379124341003,20.0,33,3.5263605246161616,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,2.9789251552376097
Backpacks & Blisters (Second Edition),2017,2.0,1,6,10.0,83.33333333333333,5,1.791759469228055,40.0,94,4.553876891600541,0,0.0,0,0.0,1,0.6931471805599453,1,1,0,0,0,0,0,0,0,0,2,4.43477720005941
Stonewall's Last Battle: The Chancellorsville Campaign,1996,3.1957,1,2,16.0,395.3333333333333,46,3.8501476017100584,180.0,292,5.680172609017068,0,0.0,2,1.0986122886681098,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.9822556080226725
Toboggans of Doom,2008,1.2222,2,4,8.0,87.66666666666667,9,2.302585092994046,30.0,124,4.8283137373023015,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.484884020113589
Age of Civilization,2019,2.25,1,4,10.25,1181.6666666666667,52,3.970291913552122,45.0,1377,7.228388451573604,0,0.0,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,0,3,7.075527054761361
Sidibaba,2008,2.1212,3,7,10.0,364.6666666666667,33,3.5263605246161616,45.0,481,6.1779441140506,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.901722171607121
Invaders from Dimension X!,2015,2.0,1,2,10.0,160.0,7,2.0794415416798357,75.0,92,4.532599493153256,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.081404364984463
Gardens of Babylon,2019,1.9375,1,4,8.0,250.33333333333334,16,2.833213344056216,60.0,260,5.564520407322694,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.526780079339846
PARKS Memories: Coast to Coast,2021,2.0,2,8,10.0,252.66666666666666,0,0.0,30.0,75,4.330733340286331,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.536021069193576
Abstratus,2018,1.0,2,4,10.0,42.333333333333336,3,1.3862943611198906,35.0,63,4.1588830833596715,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.7689221617874726
The Lord of the Rings: Nazgul,2012,3.0,3,5,13.0,253.0,16,2.833213344056216,120.0,227,5.429345628954441,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.537334267018537
Formidable Foes,2006,2.1273,2,6,9.0,281.6666666666667,55,4.02535169073515,90.0,453,6.118097198041348,2,1.0986122886681098,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,5.644268347123793
Smart10,2017,1.3043,2,8,12.625,601.0,23,3.1780538303479458,70.0,786,6.668228248417403,3,1.3862943611198906,3,1.3862943611198906,3,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,3,6.400257445308821
Rolling Thunder,1979,4.2,2,2,16.0,48.666666666666664,10,2.3978952727983707,360.0,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,3.905334017277349
Dixit: Odyssey,2011,1.1833,3,12,7.645161290322581,9228.666666666666,562,6.333279628139691,30.0,17841,9.78931050747373,5,1.791759469228055,33,3.5263605246161616,1,0.6931471805599453,0,0,0,0,0,0,0,0,1,0,3,9.130178212724147
Taiwan Monsters Brawl,2016,2.25,2,4,10.0,64.0,4,1.6094379124341003,37.5,56,4.04305126783455,1,0.6931471805599453,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.174387269895637
Munchkin 1+2,2010,2.0,3,6,9.0,127.0,5,1.791759469228055,105.0,105,4.663439094112067,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.852030263919617
Pitstop,2001,1.5714,2,6,8.0,48.333333333333336,7,2.0794415416798357,60.0,75,4.330733340286331,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.8985999850960056
De Stijl,2014,1.75,2,5,8.0,156.66666666666666,4,1.6094379124341003,25.0,191,5.2574953720277815,0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,5.0604830998238235
Brew Dice,2017,1.0,2,4,10.0,42.666666666666664,2,1.0986122886681098,10.0,61,4.127134385045092,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.7765850345330416
Tricksters,2016,2.6667,1,8,10.0,67.0,3,1.3862943611198906,15.0,58,4.07753744390572,1,0.6931471805599453,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,4.219507705176107
Battle of the Five Armies,1975,2.7143,2,5,16.0,56.0,7,2.0794415416798357,180.0,36,3.6109179126442243,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.04305126783455
Atlandice,2018,1.5714,2,4,7.0,209.33333333333334,7,2.0794415416798357,30.0,212,5.3612921657094255,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.348693573873104
Dark Souls: The Board Game,2017,3.1518,1,4,12.7,3024.3333333333335,112,4.727387818712341,105.0,3614,8.192847134592865,0,0.0,15,2.772588722239781,0,0.0,0,1,1,1,0,0,0,0,0,0,2,8.014776557231622
Electronic Talking Mystery Mansion,1995,1.3571,2,4,8.0,161.0,14,2.70805020110221,45.0,182,5.209486152841421,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,5.087596335232384
Valparaíso,2018,2.8621,2,5,10.666666666666666,619.3333333333334,29,3.4011973816621555,67.5,760,6.634633357861686,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,6.430256967974141
"Barbarossa: The Russo-German War, 1941-45",2008,2.8,2,2,21.0,105.33333333333333,10,2.3978952727983707,600.0,56,4.04305126783455,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,2,4.666578814116735
Goatfish,2017,1.0,2,5,10.0,30.333333333333332,3,1.3862943611198906,15.0,35,3.58351893845611,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.4446824936018943
Tigris & Euphrates,1997,3.5064,2,4,12.336363636363636,12363.333333333334,2674,7.891704659330107,90.0,26068,10.168502147925643,15,2.772588722239781,1,0.6931471805599453,2,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,3,9.422571262879966
Tales & Games: Jack & the Beanstalk,2017,1.0,2,5,6.666666666666667,157.66666666666666,5,1.791759469228055,20.0,118,4.77912349311153,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.06680556556331
High Frontier,2010,4.3319,2,5,14.090909090909092,1169.0,226,5.424950017481403,180.0,1530,7.333676395657684,0,0.0,3,1.3862943611198906,3,1.3862943611198906,1,0,1,1,0,0,0,0,0,0,3,7.064759027791802
Storming the Reich: D-Day to the Ruhr,2010,3.0714,2,2,16.0,134.0,14,2.70805020110221,400.0,69,4.248495242049359,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.90527477843843
Easy Breezy Travel Agency,2014,1.2222,2,4,9.0,256.0,9,2.302585092994046,30.0,220,5.3981627015177525,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,5.54907608489522
Red HINT,2017,1.0,4,10,10.0,45.333333333333336,1,0.6931471805599453,52.5,48,3.8918202981106265,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,3.835861644462582
Dread Pirate,2002,1.4598,2,4,7.0,764.6666666666666,87,4.477336814478207,60.0,967,6.875232087276577,3,1.3862943611198906,0,0.0,1,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,1,6.640746914020989
Deep Future,2016,3.1,1,3,12.0,107.0,10,2.3978952727983707,60.0,61,4.127134385045092,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,3,4.68213122712422
Shining Path: The Struggle for Peru,1999,3.0,2,2,16.0,71.0,4,1.6094379124341003,90.0,32,3.4965075614664802,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.276666119016055
Fire in the Sky: The Great Pacific War 1941-1945,1999,3.198,2,2,15.0,690.0,101,4.624972813284271,180.0,533,6.280395838960195,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,6.53813982376767
Bärenpark,2017,1.637,2,4,7.138461538461539,7800.333333333333,303,5.717027701406222,37.5,13718,9.526537012326164,7,2.0794415416798357,1,0.6931471805599453,0,0.0,0,0,0,0,0,1,0,0,0,0,3,8.962049938240018
51st State,2010,3.1102,2,4,12.210526315789474,1422.0,236,5.4680601411351315,65.0,2869,7.962067308753666,2,1.0986122886681098,5,1.791759469228055,3,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,2,7.260522598089852
Minuscule,2014,1.0714,2,6,7.5,267.6666666666667,14,2.70805020110221,15.0,285,5.655991810819852,4,1.6094379124341003,0,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,2,5.593471453838519
Gaia Project,2017,4.3617,1,4,13.625,11769.0,1200,7.0909098220799835,105.0,18791,9.841186526338749,11,2.4849066497880004,0,0.0,1,0.6931471805599453,1,0,0,1,0,0,0,0,0,0,3,9.373309200254322
Pints of Blood,2014,2.0,2,4,8.0,136.33333333333334,3,1.3862943611198906,45.0,140,4.948759890378168,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.922411060681417
Guildhall Fantasy: Alliance,2016,2.1429,2,4,10.0,407.6666666666667,7,2.0794415416798357,37.5,390,5.968707559985366,1,0.6931471805599453,0,0.0,2,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,3,6.012899827828047
Cyclades,2009,2.8176,2,5,11.287671232876711,9296.333333333334,965,6.873163834212518,75.0,18742,9.838575628358985,5,1.791759469228055,7,2.0794415416798357,0,0.0,0,0,0,1,0,0,0,0,0,0,3,9.137482899672792
Wongamania,2014,2.0,2,6,10.0,20.666666666666668,5,1.791759469228055,30.0,33,3.5263605246161616,1,0.6931471805599453,0,0.0,2,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,2,3.0757749812275277
Inferno,1996,2.7778,2,5,12.0,87.0,9,2.302585092994046,120.0,71,4.276666119016055,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.477336814478207
Personal Space,2020,3.0,1,1,10.0,62.0,2,1.0986122886681098,25.0,31,3.4657359027997265,0,0.0,12,2.5649493574615367,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.143134726391533
Shave a Sheep,2010,1.037,2,4,4.2727272727272725,276.6666666666667,27,3.332204510175204,12.5,325,5.786897381366708,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,5.626421353498733
Miskatonic School for Boys,2016,1.5,3,6,10.0,73.66666666666667,2,1.0986122886681098,45.0,53,3.9889840465642745,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,4.31303376318693
Monopoly: Star Wars Saga Edition,2005,1.7647,2,8,10.0,335.0,17,2.8903717578961645,90.0,378,5.937536205082426,0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.817111159963204
LEGO Racers Super Speedway Game,2001,1.1875,2,4,4.0,89.0,16,2.833213344056216,30.0,110,4.709530201312334,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,4.499809670330265
Busen Memo,2001,1.4242,2,2,13.263157894736842,186.66666666666666,33,3.5263605246161616,10.0,273,5.6131281063880705,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,5.234667339471581
1941: Race to Moscow,2021,3.25,1,4,14.0,135.33333333333334,4,1.6094379124341003,105.0,38,3.6635616461296463,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,3,4.915102867374692
Heroscape Master Set: Rise of the Valkyrie,2004,2.2909,2,4,8.162790697674419,4555.666666666667,856,6.75343791859778,90.0,7906,8.975503722070927,4,1.6094379124341003,28,3.367295829986474,1,0.6931471805599453,0,0,1,0,0,0,1,0,0,0,3,8.424346641049885
Vs System 2PCG: A-Force,2016,2.0,2,2,10.0,142.0,1,0.6931471805599453,30.0,66,4.204692619390966,0,0.0,2,1.0986122886681098,0,0.0,0,0,0,0,0,0,0,0,0,0,3,4.962844630259907
Moscow to Paris,2014,2.0,2,4,10.0,10.0,0,0.0,30.0,32,3.4965075614664802,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2.3978952727983707
Imperium Romanum: The Clash of Legions,1979,3.5,2,2,14.0,64.0,4,1.6094379124341003,300.0,38,3.6635616461296463,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,2,4.174387269895637
The Settlers of Canaan,2002,2.3197,2,4,8.0,962.6666666666666,122,4.812184355372417,60.0,1311,7.179307969504034,2,1.0986122886681098,0,0.0,1,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,2,6.870745453348237
The Hammer of Thor: The Game of Norse Mythology,1980,3.5,1,362,10.0,95.0,4,1.6094379124341003,120.0,61,4.127134385045092,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.564348191467836
Dia de los Muertos,2016,2.0,3,6,10.0,117.33333333333333,0,0.0,12.5,86,4.465908118654584,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,1,4.773505500807306
Totally Gross,2002,1.4,2,4,8.0,97.33333333333333,5,1.791759469228055,37.5,55,4.02535169073515,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,4.58836306767171
up N dn,2003,1.3333,3,4,10.0,33.0,3,1.3862943611198906,20.0,44,3.8066624897703196,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.5263605246161616
Frontier Wars,2019,2.7143,2,4,10.0,183.0,7,2.0794415416798357,75.0,177,5.181783550292085,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.214935757608986
Pie Face,1964,1.0,2,4,4.5,367.3333333333333,9,2.302585092994046,15.0,457,6.126869184114185,4,1.6094379124341003,0,0.0,2,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,5.908988325283744
Doctor Who: The Interactive Electronic Board Game,2005,1.4286,2,6,10.0,56.333333333333336,7,2.0794415416798357,37.5,60,4.110873864173311,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.048882188145344
Decipher,1972,2.0,2,2,10.0,32.0,0,0.0,20.0,30,3.4339872044851463,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.4965075614664802
The Foreign King,2015,2.1818,2,4,10.0,199.0,11,2.4849066497880004,60.0,230,5.442417710521793,0,0.0,2,1.0986122886681098,1,0.6931471805599453,1,1,0,0,0,0,0,0,0,0,2,5.298317366548036
Land 6,2014,1.6667,1,1,10.0,109.33333333333333,12,2.5649493574615367,15.0,164,5.10594547390058,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.703506086708953
Lumis: Der Pfad des Feuers,2015,1.8571,2,4,10.0,81.0,7,2.0794415416798357,30.0,130,4.875197323201151,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.406719247264253
Loos: The Big Push,2012,2.1111,2,2,14.0,52.666666666666664,9,2.302585092994046,90.0,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,3.982792076316353
Western Legends,2018,2.8,2,6,10.666666666666666,5822.666666666667,195,5.278114659230517,75.0,7865,8.970304952991755,4,1.6094379124341003,8,2.1972245773362196,0,0.0,0,1,1,0,0,0,0,0,0,0,3,8.669685353806335
Flourish,2021,1.8519,1,7,8.5,816.0,27,3.332204510175204,40.0,590,6.3818160174060985,2,1.0986122886681098,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,3,6.705639094860003
Day of the Dead,2012,2.0,2,2,10.0,35.333333333333336,4,1.6094379124341003,30.0,34,3.5553480614894135,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,3.592735593561034
